volume: BGM[1.6] se:[0.7]
> Storage : class=[class kinugasa.resource.sound.SoundMap]
FM MOVE D2Idx{x=1, y=10} / EC=0 / FieldMapTile{chip=[MapChip{name=005000, attr=MapChipAttribute{name=–Ø°, encountBaseValue=0}}, MapChip{name=005003, attr=MapChipAttribute{name=VOID, encountBaseValue=0}}], npc=null, playerCharacter=ImageSprite location=[344.0,224.0] size=[32.0,32.0] center=[360.0,240.0] personalCenter=[16.0,16.0] visible=[true] exist=[true] speed=[2.5] vector=[VectorF{angle=0.0, speed=2.5}] z=[0.0] image=[kinugasa.resource.KImage@664a78] drawingModel=[IMAGE_BOUNDS_XY] animationImage=[Animation{visibleTime=FrameTimeCounter{timeCount=13, speed=1, index=SimpleIndex{index=0}, waitTime=[14]}, index=SimpleIndex{index=0}, images=[Lkinugasa.resource.KImage;@13d2a37, repeat=true, stop=false}], event=[], node=FieldMapNode{mode=INOUT, name=ND_03_0001, x=1, y=10, exitFieldMapName=TOMAGISHUT_OUTER, exitNodeName=ND_04_0001, tooltip=ŠO‚Ö, se=CachedSound{name=‘«‰¹.wav, lp=null, run=NOT_LOADED}, accepter=NodeAccepter{name=TRUE}}}
> Storage : class=[class kinugasa.game.ui.TextStorage]
> Storage : printAll : 050
> Storage : printAll : 051
> Storage : printAll : 052
> Storage : printAll : 053
> Storage : printAll : 054
> Storage : printAll : 010
> Storage : printAll : 011
> Storage : printAll : 055
> Storage : printAll : 012
> Storage : printAll : 056
> Storage : printAll : 013
> Storage : printAll : 057
> Storage : printAll : 058
> Storage : printAll : 014
> Storage : printAll : 015
> Storage : printAll : 059
> Storage : printAll : 016
> Storage : printAll : 017
> Storage : printAll : 018
> Storage : printAll : 019
> Storage : printAll : 060
> Storage : printAll : 061
> Storage : printAll : 062
> Storage : printAll : 063
> Storage : printAll : 064
> Storage : printAll : 020
> Storage : printAll : 021
> Storage : printAll : 065
> Storage : printAll : 066
> Storage : printAll : 022
> Storage : printAll : 001
> Storage : printAll : 067
> Storage : printAll : 068
> Storage : printAll : 002
> Storage : printAll : 003
> Storage : printAll : 004
> Storage : printAll : 005
> Storage : printAll : 007
> Storage : printAll : 008
> Storage : printAll : 009
> Storage : ------------------------
! > XMLElement[animation] is nothing : kinugasaFieldMapData
! > XMLElement[bgm] is nothing : kinugasaFieldMapData
CHANGE_MAP: FieldMapNode{mode=INOUT, name=ND_03_0001, x=1, y=10, exitFieldMapName=TOMAGISHUT_OUTER, exitNodeName=ND_04_0001, tooltip=ŠO‚Ö, se=CachedSound{name=‘«‰¹.wav, lp=null, run=LOADED}, accepter=NodeAccepter{name=TRUE}}
start event : FieldEvent{name=E_04_0, order=0, location=D2Idx{x=7, y=13}, eventType=IF, storageName=, targetName=, value=, disposeWhenExec=false, exists=true, term=[EventTerm{name=TOMAGISHUT_E08_FLG_NOT_EXISTS, termType=NO_EXISTS_FLG, storageName=STORY, targetName=TOMAGISHUT_E08, value=}]}start event : FieldEvent{name=E_04_1, order=1, location=D2Idx{x=7, y=13}, eventType=DISABLE_OPERATION, storageName=, targetName=, value=, disposeWhenExec=false, exists=true, term=[EventTerm{name=TOMAGISHUT_E08_FLG_NOT_EXISTS, termType=NO_EXISTS_FLG, storageName=STORY, targetName=TOMAGISHUT_E08, value=}]}->done
start event : FieldEvent{name=E_04_2, order=2, location=D2Idx{x=7, y=13}, eventType=NPC_ANIMATION_IDX_TO, storageName=, targetName=NPC02, value=1, disposeWhenExec=false, exists=true, term=[EventTerm{name=TOMAGISHUT_E08_FLG_NOT_EXISTS, termType=NO_EXISTS_FLG, storageName=STORY, targetName=TOMAGISHUT_E08, value=}]}->done
start event : FieldEvent{name=E_04_3, order=5, location=D2Idx{x=7, y=13}, eventType=RESET_CAMERA, storageName=, targetName=, value=, disposeWhenExec=false, exists=true, term=[EventTerm{name=TOMAGISHUT_E08_FLG_NOT_EXISTS, termType=NO_EXISTS_FLG, storageName=STORY, targetName=TOMAGISHUT_E08, value=}]}->done
start event : FieldEvent{name=E_04_4, order=100, location=D2Idx{x=7, y=13}, eventType=WAIT, storageName=, targetName=, value=50, disposeWhenExec=false, exists=true, term=[EventTerm{name=TOMAGISHUT_E08_FLG_NOT_EXISTS, termType=NO_EXISTS_FLG, storageName=STORY, targetName=TOMAGISHUT_E08, value=}]}->done
start event : FieldEvent{name=E_04_5, order=150, location=D2Idx{x=7, y=13}, eventType=NPC_DIR_TO, storageName=, targetName=NPC02, value=EAST, disposeWhenExec=false, exists=true, term=[EventTerm{name=TOMAGISHUT_E08_FLG_NOT_EXISTS, termType=NO_EXISTS_FLG, storageName=STORY, targetName=TOMAGISHUT_E08, value=}]}->done
start event : FieldEvent{name=E_04_6, order=200, location=D2Idx{x=7, y=13}, eventType=SHOW_MESSAGE_DIRECT, storageName=, targetName=, value=ƒgƒ}ƒMu‚æ‚µA‚»‚ê‚¶‚á‚ s‚±‚¤BŠX“¹‚©‚çŠO‚ê‚é‚È‚æB–ì“‚â‚ç‚ªo‚é‚©‚ç‚ÈB/, disposeWhenExec=false, exists=true, term=[EventTerm{name=TOMAGISHUT_E08_FLG_NOT_EXISTS, termType=NO_EXISTS_FLG, storageName=STORY, targetName=TOMAGISHUT_E08, value=}]}->done
start event : FieldEvent{name=E_04_7, order=220, location=D2Idx{x=7, y=13}, eventType=NPC_REMOVE, storageName=, targetName=NPC02, value=, disposeWhenExec=false, exists=true, term=[EventTerm{name=TOMAGISHUT_E08_FLG_NOT_EXISTS, termType=NO_EXISTS_FLG, storageName=STORY, targetName=TOMAGISHUT_E08, value=}]}->done
start event : FieldEvent{name=E_04_8, order=225, location=D2Idx{x=7, y=13}, eventType=PC_ADD, storageName=, targetName=, value=resource/data/Status_tomagi.xml, disposeWhenExec=false, exists=true, term=[EventTerm{name=TOMAGISHUT_E08_FLG_NOT_EXISTS, termType=NO_EXISTS_FLG, storageName=STORY, targetName=TOMAGISHUT_E08, value=}]}ItemBags,addItem:CmdAction{type=ITEM, name=Œ˜–Ø‚ÌŽRñ}
ItemBags,addItem:CmdAction{type=ITEM, name=s¤l‚Ì•ž}
ItemBags,addItem:CmdAction{type=ITEM, name=–Ø–È‚ÌŽè@}
ItemBags,addItem:CmdAction{type=ITEM, name=‘—š}
ItemBags,addItem:CmdAction{type=ITEM, name=‚»‚Î’cŽq}
ItemBags,addItem:CmdAction{type=ITEM, name=‚»‚Î’cŽq}
! > XMLElement[book] is nothing : kinugasaPlayerCharacter
->done
start event : FieldEvent{name=E_04_9, order=410, location=D2Idx{x=7, y=13}, eventType=UPDATE_ACTION_OF_ALL_PC, storageName=null, targetName=, value=, disposeWhenExec=false, exists=true, term=[EventTerm{name=TOMAGISHUT_E08_FLG_NOT_EXISTS, termType=NO_EXISTS_FLG, storageName=STORY, targetName=TOMAGISHUT_E08, value=}]}->done
start event : FieldEvent{name=E_04_10, order=999, location=D2Idx{x=7, y=13}, eventType=ENABLE_OPERATION, storageName=, targetName=, value=, disposeWhenExec=false, exists=true, term=[EventTerm{name=TOMAGISHUT_E08_FLG_NOT_EXISTS, termType=NO_EXISTS_FLG, storageName=STORY, targetName=TOMAGISHUT_E08, value=}]}->done
start event : FieldEvent{name=E_04_11, order=2500, location=D2Idx{x=7, y=13}, eventType=SET_FLG_DIRECT, storageName=STORY, targetName=TOMAGISHUT_E08, value=ON, disposeWhenExec=false, exists=true, term=[EventTerm{name=TOMAGISHUT_E08_FLG_NOT_EXISTS, termType=NO_EXISTS_FLG, storageName=STORY, targetName=TOMAGISHUT_E08, value=}]}->done
start event : FieldEvent{name=E_04_12, order=3000, location=D2Idx{x=7, y=13}, eventType=END_IF, storageName=, targetName=, value=, disposeWhenExec=false, exists=true, term=[EventTerm{name=TOMAGISHUT_E08_FLG_NOT_EXISTS, termType=NO_EXISTS_FLG, storageName=STORY, targetName=TOMAGISHUT_E08, value=}]}FM MOVE D2Idx{x=7, y=14} / EC=-1 / FieldMapTile{chip=[MapChip{name=023005, attr=MapChipAttribute{name=•½’n, encountBaseValue=1}}, MapChip{name=000014, attr=MapChipAttribute{name=VOID, encountBaseValue=0}}], npc=null, playerCharacter=ImageSprite location=[344.0,224.0] size=[32.0,32.0] center=[360.0,240.0] personalCenter=[16.0,16.0] visible=[true] exist=[true] speed=[2.5] vector=[VectorF{angle=0.0, speed=2.5}] z=[0.0] image=[kinugasa.resource.KImage@827c4a] drawingModel=[IMAGE_BOUNDS_XY] animationImage=[Animation{visibleTime=FrameTimeCounter{timeCount=8, speed=1, index=SimpleIndex{index=0}, waitTime=[14]}, index=SimpleIndex{index=2}, images=[Lkinugasa.resource.KImage;@13d2a37, repeat=true, stop=false}], event=[], node=null}
FM MOVE D2Idx{x=7, y=15} / EC=-2 / FieldMapTile{chip=[MapChip{name=023005, attr=MapChipAttribute{name=•½’n, encountBaseValue=1}}, MapChip{name=000014, attr=MapChipAttribute{name=VOID, encountBaseValue=0}}], npc=null, playerCharacter=ImageSprite location=[344.0,224.0] size=[32.0,32.0] center=[360.0,240.0] personalCenter=[16.0,16.0] visible=[true] exist=[true] speed=[2.5] vector=[VectorF{angle=0.0, speed=2.5}] z=[0.0] image=[kinugasa.resource.KImage@8f514a] drawingModel=[IMAGE_BOUNDS_XY] animationImage=[Animation{visibleTime=FrameTimeCounter{timeCount=14, speed=1, index=SimpleIndex{index=0}, waitTime=[14]}, index=SimpleIndex{index=1}, images=[Lkinugasa.resource.KImage;@13d2a37, repeat=true, stop=false}], event=[], node=null}
FM MOVE D2Idx{x=7, y=16} / EC=-3 / FieldMapTile{chip=[MapChip{name=023005, attr=MapChipAttribute{name=•½’n, encountBaseValue=1}}, MapChip{name=000014, attr=MapChipAttribute{name=VOID, encountBaseValue=0}}], npc=null, playerCharacter=ImageSprite location=[344.0,224.0] size=[32.0,32.0] center=[360.0,240.0] personalCenter=[16.0,16.0] visible=[true] exist=[true] speed=[2.5] vector=[VectorF{angle=0.0, speed=2.5}] z=[0.0] image=[kinugasa.resource.KImage@827c4a] drawingModel=[IMAGE_BOUNDS_XY] animationImage=[Animation{visibleTime=FrameTimeCounter{timeCount=3, speed=1, index=SimpleIndex{index=0}, waitTime=[14]}, index=SimpleIndex{index=2}, images=[Lkinugasa.resource.KImage;@13d2a37, repeat=true, stop=false}], event=[], node=FieldMapNode{mode=INOUT, name=ND_04_0004, x=7, y=16, exitFieldMapName=WORLDMAP, exitNodeName=ND_05_0001, tooltip=ƒ[ƒ‹ƒhƒ}ƒbƒv, se=CachedSound{name=‘«‰¹.wav, lp=null, run=LOADED}, accepter=NodeAccepter{name=TRUE}}}
! > XMLElement[outNode] is nothing : kinugasaFieldMapData
! > XMLElement[frontLayer] is nothing : kinugasaFieldMapData
! > XMLElement[animation] is nothing : kinugasaFieldMapData
! > XMLElement[event] is nothing : kinugasaFieldMapData
! > XMLElement[npc] is nothing : kinugasaFieldMapData
CHANGE_MAP: FieldMapNode{mode=INOUT, name=ND_04_0004, x=7, y=16, exitFieldMapName=WORLDMAP, exitNodeName=ND_05_0001, tooltip=ƒ[ƒ‹ƒhƒ}ƒbƒv, se=CachedSound{name=‘«‰¹.wav, lp=null, run=LOADED}, accepter=NodeAccepter{name=TRUE}}
] is nothing : other
2023/05/17 13:06:43 INFO > Storage : class=[class kinugasa.game.system.ActionStorage]
2023/05/17 13:06:43 INFO > Storage : printAll : ‚ƒoƒbƒVƒ…
2023/05/17 13:06:43 INFO > Storage : printAll : ˜B‹à”š”­
2023/05/17 13:06:43 INFO > Storage : printAll : Š™UŒ‚
2023/05/17 13:06:43 INFO > Storage : printAll : ˜B‹à•¨Ž¿˜B¬
2023/05/17 13:06:43 INFO > Storage : printAll : ~‚è‰º‚ë‚µ
2023/05/17 13:06:43 INFO > Storage : printAll : e°UŒ‚
2023/05/17 13:06:43 INFO > Storage : printAll : Žh‚µž‚Ý
2023/05/17 13:06:43 INFO > Storage : printAll : ‘å—§‰ñ
2023/05/17 13:06:43 INFO > Storage : printAll : Œ•UŒ‚
2023/05/17 13:06:43 INFO > Storage : printAll : ƒXƒ^ƒu
2023/05/17 13:06:43 INFO > Storage : printAll : ‚±‚Ô‚µ
2023/05/17 13:06:43 INFO > Storage : printAll : “ª•”‹­‘Å
2023/05/17 13:06:43 INFO > Storage : printAll : •ÚUŒ‚
2023/05/17 13:06:43 INFO > Storage : printAll : Ø‚è‚Â‚¯
2023/05/17 13:06:43 INFO > Storage : printAll : –îŽh
2023/05/17 13:06:43 INFO > Storage : printAll : œWŽËŒ‚
2023/05/17 13:06:43 INFO > Storage : printAll : ŽñŽë‚è
2023/05/17 13:06:43 INFO > Storage : printAll : “ËŒ•UŒ‚
2023/05/17 13:06:43 INFO > Storage : printAll : ó‘Ô
2023/05/17 13:06:43 INFO > Storage : printAll : “¦‘–
2023/05/17 13:06:43 INFO > Storage : printAll : ‚Ô‚ñ‰ñ‚µ
2023/05/17 13:06:43 INFO > Storage : printAll : “Å–îŽËŒ‚
2023/05/17 13:06:43 INFO > Storage : printAll : ‹øŽh‚µ
2023/05/17 13:06:43 INFO > Storage : printAll : ‹|ŽËŒ‚
2023/05/17 13:06:43 INFO > Storage : printAll : ŒU¾Ø‚è
2023/05/17 13:06:43 INFO > Storage : printAll : ‰ñ”ð
2023/05/17 13:06:43 INFO > Storage : printAll : ‘„UŒ‚
2023/05/17 13:06:43 INFO > Storage : printAll : ñUŒ‚
2023/05/17 13:06:43 INFO > Storage : printAll : Šm’è
2023/05/17 13:06:43 INFO > Storage : printAll : eŽËŒ‚
2023/05/17 13:06:43 INFO > Storage : printAll : eŒ•UŒ‚
2023/05/17 13:06:43 INFO > Storage : printAll : ƒƒCƒXUŒ‚
2023/05/17 13:06:43 INFO > Storage : printAll : ŠZ‚Ç‚¨‚µ
2023/05/17 13:06:43 INFO > Storage : printAll : ˆÚ“®
2023/05/17 13:06:43 INFO > Storage : printAll : ’ZŒ•UŒ‚
2023/05/17 13:06:43 INFO > Storage : printAll : ”j‰óŒõü
2023/05/17 13:06:43 INFO > Storage : printAll : •‚ÅØ‚è
2023/05/17 13:06:43 INFO > Storage : printAll : –hŒä
2023/05/17 13:06:43 INFO > Storage : ------------------------
2023/05/17 13:06:43 INFO XMLFile [SBattleFieldM.xml] is loaded
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/tree.png](0.5155 ms)
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/stone.png](0.4571 ms)
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/bf1.png](8.1679 ms)
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/bf1.png](7.9737 ms)
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/bf_mori.png](7.35 ms)
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/bf_mori.png](7.1329 ms)
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/bf_mori.png](7.1612 ms)
2023/05/17 13:06:43 INFO XMLFile [SEM.xml] is loaded
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/M1.png](0.4351 ms)
2023/05/17 13:06:43 WARNING ! > XMLElement[dropItem] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[condition] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[book] is nothing : enemy
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/M1.png](0.4433 ms)
2023/05/17 13:06:43 WARNING ! > XMLElement[dropItem] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[condition] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[eqip] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[book] is nothing : enemy
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/M1.png](0.4715 ms)
2023/05/17 13:06:43 WARNING ! > XMLElement[attrIn] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[dropItem] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[condition] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[eqip] is nothing : enemy
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/M1.png](0.4322 ms)
2023/05/17 13:06:43 WARNING ! > XMLElement[attrIn] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[dropItem] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[condition] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[eqip] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[item] is nothing : enemy
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/M1.png](0.4127 ms)
2023/05/17 13:06:43 WARNING ! > XMLElement[attrIn] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[dropItem] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[condition] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[eqip] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[item] is nothing : enemy
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/M2.png](0.3791 ms)
2023/05/17 13:06:43 WARNING ! > XMLElement[dropItem] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[condition] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[book] is nothing : enemy
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/M3.png](0.3804 ms)
2023/05/17 13:06:43 WARNING ! > XMLElement[dropItem] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[condition] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[eqip] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[item] is nothing : enemy
2023/05/17 13:06:43 WARNING ! > XMLElement[book] is nothing : enemy
2023/05/17 13:06:43 INFO XMLFile [SESSM.xml] is loaded
2023/05/17 13:06:43 INFO XMLFile [SQuestM.xml] is loaded
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/c2.png](0.4914 ms)
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/c2.png](0.5077 ms)
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/c2.png](0.4367 ms)
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/c2.png](0.4364 ms)
2023/05/17 13:06:43 INFO XMLFile [chipSet_outer16.xml] is loaded
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/outer16.png](1.5276 ms)
2023/05/17 13:06:43 INFO > Storage : class=[class kinugasa.game.field4.MapChipSetStorage]
2023/05/17 13:06:43 INFO > Storage : printAll : inner16.png
2023/05/17 13:06:43 INFO > Storage : printAll : outer16.png
2023/05/17 13:06:43 INFO > Storage : ------------------------
2023/05/17 13:06:43 INFO XMLFile [tss.xml] is loaded
2023/05/17 13:06:43 INFO > Storage : class=[class kinugasa.game.ui.TextStorageStorage]
2023/05/17 13:06:43 INFO > Storage : printAll : 002
2023/05/17 13:06:43 INFO > Storage : printAll : 003
2023/05/17 13:06:43 INFO > Storage : printAll : 006
2023/05/17 13:06:43 INFO > Storage : ------------------------
2023/05/17 13:06:43 INFO XMLFile [map02.xml] is loaded
2023/05/17 13:06:43 INFO XMLFile [text02.xml] is loaded
2023/05/17 13:06:43 INFO XMLFile [E002.xml] is loaded
2023/05/17 13:06:43 WARNING ! > XMLElement[choice] is nothing : kinugasaText
2023/05/17 13:06:43 INFO > Storage : class=[class kinugasa.game.ui.TextStorage]
2023/05/17 13:06:43 INFO > Storage : printAll : 001
2023/05/17 13:06:43 INFO > Storage : printAll : 002
2023/05/17 13:06:43 INFO > Storage : ------------------------
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/seaChip16.png](0.4975 ms)
2023/05/17 13:06:43 WARNING ! > XMLElement[inOutNode] is nothing : kinugasaFieldMapData
2023/05/17 13:06:43 WARNING ! > XMLElement[outNode] is nothing : kinugasaFieldMapData
2023/05/17 13:06:43 WARNING ! > XMLElement[frontLayer] is nothing : kinugasaFieldMapData
2023/05/17 13:06:43 INFO ImageUtil loaded filePath=[resource/data/image/cloudeffect.png](5.0031 ms)
2023/05/17 13:06:44 INFO temp file C:\Users\owner\AppData\Local\Temp\ktf_13755311616991259393.tmp is created
2023/05/17 13:06:44 WARNING ! > XMLElement[animation] is nothing : kinugasaFieldMapData
2023/05/17 13:06:44 INFO XMLFile [E001.xml] is loaded
2023/05/17 13:06:44 WARNING ! > XMLElement[term] is nothing : kinugasaFielEventScript
2023/05/17 13:06:44 INFO ImageUtil loaded filePath=[resource/data/image/c3.png](0.5255 ms)
2023/05/17 13:06:44 WARNING ! > XMLElement[bgm] is nothing : kinugasaFieldMapData
2023/05/17 13:06:44 INFO CachedSound is loaded name=[Œø‰Ê‰¹QŠCŠÝ.wav](6.2963 ms)
2023/05/17 13:06:57 INFO XMLFile [text02.xml] is loaded
2023/05/17 13:06:57 INFO XMLFile [E002.xml] is loaded
2023/05/17 13:06:57 WARNING ! > XMLElement[choice] is nothing : kinugasaText
2023/05/17 13:06:57 INFO > Storage : class=[class kinugasa.game.ui.TextStorage]
2023/05/17 13:06:57 INFO > Storage : printAll : 001
2023/05/17 13:06:57 INFO > Storage : printAll : 002
2023/05/17 13:06:57 INFO > Storage : ------------------------
2023/05/17 13:06:58 INFO CachedSound is loaded name=[ƒtƒB[ƒ‹ƒh‚T.wav](124.6323 ms)
2023/05/17 13:07:00 INFO XMLFile [text02.xml] is loaded
2023/05/17 13:07:00 INFO XMLFile [E002.xml] is loaded
2023/05/17 13:07:00 WARNING ! > XMLElement[choice] is nothing : kinugasaText
2023/05/17 13:07:00 INFO > Storage : class=[class kinugasa.game.ui.TextStorage]
2023/05/17 13:07:00 INFO > Storage : printAll : 001
2023/05/17 13:07:00 INFO > Storage : printAll : 002
2023/05/17 13:07:00 INFO > Storage : ------------------------
2023/05/17 13:07:02 INFO XMLFile [map03.xml] is loaded
2023/05/17 13:07:02 INFO XMLFile [text03.xml] is loaded
2023/05/17 13:07:02 INFO > Storage : class=[class kinugasa.game.ui.TextStorage]
2023/05/17 13:07:02 INFO > Storage : printAll : 050
2023/05/17 13:07:02 INFO > Storage : printAll : 051
2023/05/17 13:07:02 INFO > Storage : printAll : 052
2023/05/17 13:07:02 INFO > Storage : printAll : 053
2023/05/17 13:07:02 INFO > Storage : printAll : 054
2023/05/17 13:07:02 INFO > Storage : printAll : 010
2023/05/17 13:07:02 INFO > Storage : printAll : 011
2023/05/17 13:07:02 INFO > Storage : printAll : 055
2023/05/17 13:07:02 INFO > Storage : printAll : 012
2023/05/17 13:07:02 INFO > Storage : printAll : 056
2023/05/17 13:07:02 INFO > Storage : printAll : 013
2023/05/17 13:07:02 INFO > Storage : printAll : 057
2023/05/17 13:07:02 INFO > Storage : printAll : 058
2023/05/17 13:07:02 INFO > Storage : printAll : 014
2023/05/17 13:07:02 INFO > Storage : printAll : 015
2023/05/17 13:07:02 INFO > Storage : printAll : 059
